ID,Customer ID,MaritalStatus,YearlyIncome,TotalChildren,EnglishEducation,HouseOwnerFlag
10780,21779,S,70000,2,Partial College,TRUE
10781,21780,M,70000,2,Partial College,TRUE
10782,21781,M,60000,5,Bachelors,TRUE
10783,21782,S,40000,2,High School,TRUE
10784,21783,S,40000,2,High School,TRUE
10785,21784,S,60000,2,Partial College,TRUE
10786,21785,S,60000,2,Partial College,FALSE
10787,21786,M,60000,2,Bachelors,TRUE
10788,21787,M,60000,2,Bachelors,TRUE
10789,21788,M,60000,2,Bachelors,TRUE
10790,21789,M,60000,2,Bachelors,TRUE
10791,21790,M,60000,2,Bachelors,TRUE
10792,21791,M,70000,4,Bachelors,TRUE
10793,21792,M,60000,2,Partial College,TRUE
10794,21793,M,60000,2,Partial College,TRUE
10795,21794,M,60000,2,Partial College,FALSE
10796,21795,S,70000,4,Partial College,TRUE
10797,21796,M,40000,2,Partial High School,TRUE
10798,21797,M,60000,2,Partial College,TRUE
10799,21798,M,60000,2,Partial College,TRUE
10800,21799,M,60000,2,Partial College,TRUE
10801,21800,M,60000,2,Partial College,TRUE
10802,21801,M,70000,4,Partial College,TRUE
10803,21802,M,80000,3,Bachelors,TRUE
10804,21803,M,40000,2,Partial High School,TRUE
10805,21804,M,60000,2,High School,TRUE
10806,21805,M,60000,2,Partial College,TRUE
10807,21806,S,60000,2,Partial College,TRUE
10808,21807,M,60000,2,Partial College,FALSE
10809,21808,M,60000,2,Partial College,TRUE
10810,21809,M,60000,2,Partial College,TRUE
10811,21810,M,70000,4,Partial College,TRUE
10812,21811,M,70000,2,Partial High School,TRUE
10813,21812,M,60000,2,High School,FALSE
10814,21813,M,60000,2,High School,FALSE
10815,21814,M,60000,2,High School,TRUE
10816,21815,S,60000,2,High School,TRUE
10817,21816,S,130000,2,Bachelors,FALSE
10818,21817,M,160000,1,Partial College,TRUE
10819,21818,M,110000,2,Partial College,TRUE
10820,21819,M,110000,2,Partial College,TRUE
10821,21820,M,110000,2,Partial College,TRUE
10822,21821,S,120000,2,High School,TRUE
10823,21822,S,170000,4,Bachelors,FALSE
10824,21823,S,120000,3,High School,TRUE
10825,21824,M,150000,2,High School,TRUE
10826,21825,M,110000,3,Partial College,TRUE
10827,21826,M,120000,2,Partial High School,TRUE
10828,21827,M,130000,3,Partial College,TRUE
10829,21828,S,130000,3,Partial College,FALSE
10830,21829,M,170000,3,High School,FALSE
10831,21830,M,170000,3,High School,TRUE
10832,21831,M,80000,3,Partial College,TRUE
10833,21832,M,80000,5,Bachelors,TRUE
10834,21833,S,90000,5,Partial College,FALSE
10835,21834,M,90000,5,Partial College,TRUE
10836,21835,M,120000,4,Bachelors,TRUE
10837,21836,M,120000,4,Bachelors,TRUE
10838,21837,M,80000,5,Partial College,FALSE
10839,21838,M,90000,5,Partial College,TRUE
10840,21839,M,110000,3,Bachelors,TRUE
10841,21840,M,130000,4,Partial College,TRUE
10842,21841,M,160000,3,Bachelors,TRUE
10843,21842,M,100000,3,Bachelors,TRUE
10844,21843,S,110000,3,Bachelors,TRUE
10845,21844,M,80000,4,Partial College,TRUE
10846,21845,M,100000,3,High School,FALSE
10847,21846,M,110000,3,Partial College,TRUE
10848,21847,S,130000,4,High School,FALSE
10849,21848,M,130000,4,Partial College,FALSE
10850,21849,M,80000,4,Partial College,TRUE
10851,21850,M,80000,4,High School,FALSE
10852,21851,M,90000,4,High School,TRUE
10853,21852,M,90000,4,High School,TRUE
10854,21853,M,100000,3,Partial College,FALSE
10855,21854,M,130000,4,High School,TRUE
10856,21855,M,170000,0,Partial College,FALSE
10857,21856,M,120000,4,Partial College,FALSE
10858,21857,S,150000,4,Bachelors,FALSE
10859,21858,S,160000,4,High School,FALSE
10860,21859,S,70000,5,Partial High School,TRUE
10861,21860,M,80000,5,High School,TRUE
10862,21861,M,90000,4,High School,TRUE
10863,21862,M,90000,4,High School,TRUE
10864,21863,S,90000,4,Partial High School,TRUE
10865,21864,S,100000,3,High School,TRUE
10866,21865,M,130000,5,High School,TRUE
10867,21866,M,80000,5,Partial High School,FALSE
10868,21867,M,90000,5,Partial High School,TRUE
10869,21868,M,100000,3,High School,TRUE
10870,21869,M,100000,3,Partial High School,TRUE
10871,21870,M,130000,5,Partial High School,TRUE
10872,21871,S,60000,0,Bachelors,TRUE
10873,21872,S,60000,0,Bachelors,FALSE
10874,21873,M,70000,0,Bachelors,TRUE
10875,21874,M,70000,0,Bachelors,FALSE
10876,21875,S,70000,0,Bachelors,FALSE
10877,21876,S,70000,0,Bachelors,FALSE
10878,21877,S,80000,0,Bachelors,TRUE
10879,21878,M,80000,0,Bachelors,TRUE
10880,21879,S,70000,0,Bachelors,FALSE
10881,21880,M,70000,0,Bachelors,TRUE
10882,21881,S,80000,0,Bachelors,FALSE
10883,21882,S,90000,0,Bachelors,TRUE
10884,21883,S,70000,0,Bachelors,FALSE
10885,21884,M,80000,0,Bachelors,TRUE
10886,21885,S,90000,0,Bachelors,TRUE
10887,21886,S,100000,0,High School,TRUE
10888,21887,M,80000,0,Bachelors,FALSE
10889,21888,S,100000,0,High School,TRUE
10890,21889,M,110000,0,Partial College,TRUE
10891,21890,M,120000,0,Partial High School,TRUE
10892,21891,M,110000,0,High School,TRUE
10893,21892,M,100000,0,High School,TRUE
10894,21893,S,100000,0,High School,TRUE
10895,21894,S,90000,0,Bachelors,FALSE
10896,21895,S,90000,0,Bachelors,FALSE
10897,21896,M,100000,0,High School,TRUE
10898,21897,M,110000,0,Partial High School,FALSE
10899,21898,M,110000,0,Partial High School,TRUE
10900,21899,M,110000,0,Partial High School,TRUE
10901,21900,S,80000,4,Partial College,TRUE
10902,21901,M,90000,5,Partial College,TRUE
10903,21902,S,130000,2,Graduate Degree,FALSE
10904,21903,S,70000,3,Partial College,TRUE
10905,21904,M,70000,4,Partial College,TRUE
10906,21905,M,50000,2,Graduate Degree,TRUE
10907,21906,M,50000,2,Graduate Degree,TRUE
10908,21907,M,60000,2,Graduate Degree,TRUE
10909,21908,M,60000,2,Graduate Degree,TRUE
10910,21909,M,160000,1,Bachelors,TRUE
10911,21910,S,30000,0,Partial College,FALSE
10912,21911,S,20000,0,Partial High School,FALSE
10913,21912,S,20000,0,Partial High School,TRUE
10914,21913,S,20000,0,Partial High School,FALSE
10915,21914,S,20000,0,Partial High School,FALSE
10916,21915,M,70000,1,Partial College,TRUE
10917,21916,M,40000,4,High School,TRUE
10918,21917,M,40000,4,High School,TRUE
10919,21918,S,40000,4,High School,TRUE
10920,21919,M,60000,1,Partial College,TRUE
10921,21920,M,60000,1,Partial College,TRUE
10922,21921,M,60000,1,Partial College,TRUE
10923,21922,M,60000,1,Partial College,TRUE
10924,21923,M,60000,1,Partial College,TRUE
10925,21924,M,40000,4,High School,TRUE
10926,21925,S,40000,0,Bachelors,FALSE
10927,21926,S,60000,0,Graduate Degree,FALSE
10928,21927,S,60000,0,Graduate Degree,FALSE
10929,21928,S,60000,0,Graduate Degree,TRUE
10930,21929,S,60000,0,Graduate Degree,FALSE
10931,21930,S,60000,0,Graduate Degree,TRUE
10932,21931,M,60000,1,Partial College,FALSE
10933,21932,M,60000,1,Partial College,TRUE
10934,21933,M,60000,4,Bachelors,TRUE
10935,21934,M,60000,4,Bachelors,TRUE
10936,21935,M,60000,4,Bachelors,FALSE
10937,21936,M,60000,4,Bachelors,FALSE
10938,21937,S,60000,4,Bachelors,TRUE
10939,21938,M,60000,4,Bachelors,TRUE
10940,21939,M,70000,2,Graduate Degree,TRUE
10941,21940,M,90000,5,Graduate Degree,TRUE
10942,21941,S,60000,3,Bachelors,FALSE
10943,21942,M,80000,5,Graduate Degree,TRUE
10944,21943,S,80000,4,Graduate Degree,TRUE
10945,21944,M,90000,1,Graduate Degree,TRUE
10946,21945,S,90000,1,Graduate Degree,TRUE
10947,21946,M,90000,2,Bachelors,TRUE
10948,21947,M,90000,2,Bachelors,TRUE
10949,21948,M,100000,1,Graduate Degree,TRUE
10950,21949,S,100000,1,Graduate Degree,FALSE
10951,21950,S,100000,1,Graduate Degree,TRUE
10952,21951,S,80000,4,Graduate Degree,TRUE
10953,21952,S,70000,5,Bachelors,TRUE
10954,21953,M,70000,5,Bachelors,FALSE
10955,21954,S,70000,5,Bachelors,TRUE
10956,21955,S,110000,1,Graduate Degree,TRUE
10957,21956,S,120000,1,Graduate Degree,FALSE
10958,21957,M,120000,1,Graduate Degree,TRUE
10959,21958,S,130000,1,Graduate Degree,FALSE
10960,21959,M,130000,1,Graduate Degree,TRUE
10961,21960,M,70000,5,Bachelors,FALSE
10962,21961,M,70000,5,Bachelors,TRUE
10963,21962,S,80000,5,Graduate Degree,TRUE
10964,21963,M,80000,5,Graduate Degree,TRUE
10965,21964,M,80000,5,Graduate Degree,TRUE
10966,21965,M,80000,5,Bachelors,TRUE
10967,21966,M,90000,2,Bachelors,TRUE
10968,21967,M,60000,2,Bachelors,TRUE
10969,21968,S,70000,0,Bachelors,FALSE
10970,21969,S,70000,0,Bachelors,FALSE
10971,21970,S,60000,3,Bachelors,TRUE
10972,21971,M,60000,4,Bachelors,TRUE
10973,21972,M,60000,4,Bachelors,FALSE
10974,21973,M,60000,4,Bachelors,FALSE
10975,21974,S,70000,0,Bachelors,TRUE
10976,21975,M,60000,5,Bachelors,TRUE
10977,21976,S,60000,3,Bachelors,FALSE
10978,21977,S,70000,0,Bachelors,FALSE
10979,21978,M,90000,4,Bachelors,TRUE
10980,21979,M,60000,1,Bachelors,TRUE
10981,21980,S,60000,1,Bachelors,TRUE
10982,21981,M,60000,1,Bachelors,TRUE
10983,21982,M,60000,1,Partial College,TRUE
10984,21983,M,60000,1,Partial College,TRUE
10985,21984,S,60000,1,Partial College,TRUE
10986,21985,M,60000,1,Partial College,TRUE
10987,21986,S,60000,1,Partial College,TRUE
10988,21987,S,70000,0,Bachelors,TRUE
10989,21988,M,80000,5,Bachelors,TRUE
10990,21989,M,80000,5,Bachelors,TRUE
10991,21990,S,80000,5,Bachelors,TRUE
10992,21991,M,80000,5,Bachelors,FALSE
10993,21992,S,80000,5,Bachelors,TRUE
10994,21993,M,70000,0,Bachelors,FALSE
10995,21994,S,90000,1,Bachelors,TRUE
10996,21995,S,70000,5,Partial College,TRUE
10997,21996,M,60000,1,Partial College,TRUE
10998,21997,M,80000,5,Bachelors,TRUE
10999,21998,M,90000,2,Bachelors,TRUE
11000,21999,M,90000,2,Bachelors,FALSE
11001,22000,M,100000,4,Bachelors,TRUE
11002,22001,S,70000,1,Partial College,TRUE
11003,22002,M,30000,2,Partial College,FALSE
11004,22003,M,40000,2,Bachelors,TRUE
11005,22004,M,60000,1,Partial College,TRUE
11006,22005,M,70000,5,Partial College,FALSE
11007,22006,M,70000,5,Partial College,TRUE
11008,22007,S,30000,0,High School,FALSE
11009,22008,S,40000,0,High School,FALSE
11010,22009,S,40000,0,High School,TRUE
11011,22010,S,40000,0,High School,TRUE
11012,22011,S,30000,0,High School,FALSE
11013,22012,S,30000,0,High School,FALSE
11014,22013,S,30000,0,High School,FALSE
11015,22014,S,30000,0,High School,TRUE
11016,22015,M,30000,0,High School,TRUE
11017,22016,S,30000,0,Partial High School,FALSE
11018,22017,M,30000,2,Partial College,FALSE
11019,22018,M,40000,2,Bachelors,TRUE
11020,22019,M,40000,0,High School,FALSE
11021,22020,M,40000,2,Bachelors,TRUE
11022,22021,S,30000,0,Partial High School,FALSE
11023,22022,S,30000,0,Partial High School,FALSE
11024,22023,S,30000,0,Partial High School,FALSE
11025,22024,S,40000,0,High School,TRUE
11026,22025,S,40000,0,High School,FALSE
11027,22026,M,30000,0,Partial High School,FALSE
11028,22027,S,30000,0,Partial High School,FALSE
11029,22028,M,30000,2,Partial College,FALSE
11030,22029,M,40000,2,Bachelors,TRUE
11031,22030,M,40000,2,Bachelors,TRUE
11032,22031,M,40000,2,Bachelors,TRUE
11033,22032,M,40000,2,Bachelors,TRUE
11034,22033,S,50000,2,Graduate Degree,TRUE
11035,22034,M,40000,0,Partial College,TRUE
11036,22035,M,40000,0,Partial College,TRUE
11037,22036,S,40000,0,High School,FALSE
11038,22037,M,40000,0,High School,FALSE
11039,22038,S,50000,0,Partial College,TRUE
11040,22039,S,50000,0,Partial College,TRUE
11041,22040,M,50000,0,Partial College,FALSE
11042,22041,S,60000,0,Partial College,FALSE
11043,22042,M,70000,0,Partial College,TRUE
11044,22043,S,70000,0,Partial College,FALSE
11045,22044,S,80000,0,Bachelors,FALSE
11046,22045,S,80000,0,Bachelors,FALSE
11047,22046,S,80000,0,Bachelors,FALSE
11048,22047,M,90000,4,Bachelors,TRUE
11049,22048,M,100000,1,Bachelors,TRUE
11050,22049,S,130000,0,Graduate Degree,FALSE
11051,22050,S,90000,4,Bachelors,TRUE
11052,22051,S,90000,4,Partial College,FALSE
11053,22052,M,110000,2,Graduate Degree,TRUE
11054,22053,S,120000,1,Bachelors,FALSE
11055,22054,S,120000,1,Bachelors,TRUE
11056,22055,M,120000,1,Bachelors,TRUE
11057,22056,M,40000,0,High School,FALSE
11058,22057,S,40000,0,High School,TRUE
11059,22058,S,40000,0,High School,FALSE
11060,22059,M,40000,0,High School,TRUE
11061,22060,M,40000,0,Partial College,TRUE
11062,22061,S,60000,0,Partial College,FALSE
11063,22062,S,60000,0,Partial College,FALSE
11064,22063,M,10000,2,Partial High School,TRUE
11065,22064,M,20000,4,High School,TRUE
11066,22065,M,20000,4,High School,FALSE
11067,22066,M,70000,1,Graduate Degree,TRUE
11068,22067,M,70000,1,Graduate Degree,TRUE
11069,22068,S,100000,0,Partial College,TRUE
11070,22069,S,100000,0,Partial College,TRUE
11071,22070,M,110000,4,Bachelors,TRUE
11072,22071,S,110000,4,Bachelors,FALSE
11073,22072,S,160000,2,Bachelors,FALSE
11074,22073,M,90000,5,Partial College,TRUE
11075,22074,S,100000,1,Partial College,TRUE
11076,22075,M,110000,1,Bachelors,TRUE
11077,22076,M,110000,1,Bachelors,TRUE
11078,22077,M,110000,1,Bachelors,TRUE
11079,22078,M,120000,1,Partial College,TRUE
11080,22079,M,70000,5,Partial College,TRUE
11081,22080,M,70000,5,Partial College,TRUE
11082,22081,M,100000,3,Partial College,TRUE
11083,22082,S,110000,1,Bachelors,TRUE
11084,22083,M,110000,1,Bachelors,TRUE
11085,22084,M,110000,1,Partial College,TRUE
11086,22085,M,110000,1,Partial College,TRUE
11087,22086,M,110000,1,Partial College,TRUE
11088,22087,M,120000,1,High School,TRUE
11089,22088,M,130000,1,Bachelors,TRUE
11090,22089,M,130000,1,Bachelors,TRUE
11091,22090,M,70000,4,High School,TRUE
11092,22091,M,80000,3,Partial College,TRUE
11093,22092,M,90000,2,High School,TRUE
11094,22093,M,90000,2,High School,TRUE
11095,22094,M,90000,2,High School,TRUE
11096,22095,S,90000,2,High School,TRUE
11097,22096,S,70000,2,Partial High School,TRUE
11098,22097,M,40000,3,Partial College,TRUE
11099,22098,S,50000,2,Graduate Degree,FALSE
11100,22099,M,80000,4,Graduate Degree,TRUE
11101,22100,M,80000,5,Partial College,TRUE
11102,22101,S,90000,4,High School,FALSE
11103,22102,M,100000,0,Partial College,TRUE
11104,22103,M,110000,3,Partial College,FALSE
11105,22104,S,110000,4,Partial College,TRUE
11106,22105,M,120000,5,High School,TRUE
11107,22106,M,160000,1,Partial College,TRUE
11108,22107,S,70000,2,Partial High School,FALSE
11109,22108,S,70000,2,Partial High School,FALSE
11110,22109,M,60000,2,Partial High School,FALSE
11111,22110,M,60000,2,Partial High School,TRUE
11112,22111,M,60000,2,Partial High School,FALSE
11113,22112,M,60000,3,Partial High School,TRUE
11114,22113,S,70000,3,Graduate Degree,TRUE
11115,22114,M,70000,3,Graduate Degree,TRUE
11116,22115,M,70000,3,Graduate Degree,FALSE
11117,22116,S,70000,3,Graduate Degree,TRUE
11118,22117,M,70000,3,Graduate Degree,TRUE
11119,22118,S,70000,3,Graduate Degree,TRUE
11120,22119,M,70000,3,Graduate Degree,TRUE
11121,22120,M,60000,3,Graduate Degree,TRUE
11122,22121,M,40000,3,Partial College,FALSE
11123,22122,M,40000,3,Partial College,TRUE
11124,22123,S,60000,3,Graduate Degree,TRUE
11125,22124,M,60000,3,Graduate Degree,TRUE
11126,22125,M,60000,3,Graduate Degree,TRUE
11127,22126,M,60000,3,Graduate Degree,FALSE
11128,22127,M,60000,3,Graduate Degree,TRUE
11129,22128,M,70000,4,Graduate Degree,TRUE
11130,22129,M,70000,4,Graduate Degree,TRUE
11131,22130,M,70000,5,Graduate Degree,TRUE
11132,22131,M,70000,5,Graduate Degree,TRUE
11133,22132,M,70000,5,Graduate Degree,TRUE
11134,22133,M,80000,4,Graduate Degree,TRUE
11135,22134,M,60000,3,Graduate Degree,TRUE
11136,22135,M,70000,5,Graduate Degree,TRUE
11137,22136,M,80000,4,Graduate Degree,TRUE
11138,22137,M,60000,3,Graduate Degree,TRUE
11139,22138,M,80000,4,Graduate Degree,TRUE
11140,22139,M,80000,4,Bachelors,TRUE
11141,22140,M,50000,4,Bachelors,TRUE
11142,22141,M,50000,4,Bachelors,TRUE
11143,22142,M,50000,4,Bachelors,TRUE
11144,22143,M,50000,4,Bachelors,TRUE
11145,22144,M,60000,3,Graduate Degree,TRUE
11146,22145,M,60000,3,Graduate Degree,TRUE
11147,22146,S,50000,4,Bachelors,TRUE
11148,22147,M,10000,2,Partial High School,TRUE
11149,22148,M,10000,2,Partial High School,TRUE
11150,22149,M,20000,4,High School,TRUE
11151,22150,M,30000,2,Partial College,FALSE
11152,22151,M,10000,2,Partial High School,TRUE
11153,22152,M,60000,0,Partial College,TRUE
11154,22153,M,70000,0,Partial College,FALSE
11155,22154,S,40000,0,Partial High School,TRUE
11156,22155,M,20000,2,Partial High School,TRUE
11157,22156,M,30000,3,Partial College,FALSE
11158,22157,S,40000,0,Partial High School,FALSE
11159,22158,S,40000,0,Partial High School,TRUE
11160,22159,S,40000,0,Partial College,FALSE
11161,22160,S,40000,0,Partial College,FALSE
11162,22161,S,40000,0,Partial College,FALSE
11163,22162,M,60000,0,Partial College,TRUE
11164,22163,S,60000,0,Partial College,TRUE
11165,22164,S,70000,0,Partial College,FALSE
11166,22165,M,60000,0,Partial College,FALSE
11167,22166,S,60000,0,Partial College,FALSE
11168,22167,M,20000,2,Partial High School,TRUE
11169,22168,M,30000,3,Partial College,FALSE
11170,22169,M,20000,2,Partial High School,TRUE
11171,22170,M,30000,3,Partial College,FALSE
11172,22171,M,30000,3,High School,FALSE
11173,22172,M,30000,3,High School,TRUE
11174,22173,M,30000,3,High School,FALSE
11175,22174,M,30000,3,High School,TRUE
11176,22175,M,30000,3,High School,TRUE
11177,22176,M,40000,3,Partial College,FALSE
11178,22177,M,40000,3,Partial College,FALSE
11179,22178,M,40000,3,Partial College,TRUE
11180,22179,M,40000,3,Partial High School,FALSE
11181,22180,S,70000,2,Partial College,FALSE
11182,22181,S,70000,2,Partial College,TRUE
11183,22182,S,40000,0,Partial College,FALSE
11184,22183,M,40000,0,Partial College,TRUE
11185,22184,M,60000,0,Partial College,TRUE
11186,22185,M,60000,0,Partial College,TRUE
11187,22186,S,60000,0,Partial College,FALSE
11188,22187,S,50000,0,High School,TRUE
11189,22188,M,60000,0,Partial College,TRUE
11190,22189,M,70000,0,Partial College,TRUE
11191,22190,S,60000,0,Partial College,FALSE
11192,22191,S,60000,0,Partial College,TRUE
11193,22192,S,60000,0,Partial College,FALSE
11194,22193,S,80000,2,High School,TRUE
11195,22194,S,80000,2,High School,TRUE
11196,22195,M,80000,2,High School,FALSE
11197,22196,S,80000,2,High School,FALSE
11198,22197,S,80000,2,High School,FALSE
11199,22198,M,80000,2,High School,FALSE
11200,22199,S,80000,2,High School,FALSE
11201,22200,S,70000,2,High School,TRUE
11202,22201,M,70000,2,High School,TRUE
11203,22202,M,70000,2,High School,TRUE
11204,22203,M,100000,1,Bachelors,TRUE
11205,22204,M,110000,4,Bachelors,TRUE
11206,22205,M,110000,4,Bachelors,TRUE
11207,22206,S,110000,5,Bachelors,TRUE
11208,22207,S,130000,0,Graduate Degree,FALSE
11209,22208,M,110000,4,Bachelors,TRUE
11210,22209,M,110000,1,Bachelors,TRUE
11211,22210,M,110000,1,Bachelors,TRUE
11212,22211,M,60000,0,Partial College,TRUE
11213,22212,M,110000,1,Bachelors,TRUE
11214,22213,S,110000,1,Bachelors,TRUE
11215,22214,M,120000,4,Bachelors,TRUE
11216,22215,M,130000,0,Graduate Degree,TRUE
11217,22216,S,150000,0,Bachelors,TRUE
11218,22217,M,70000,2,Partial High School,FALSE
11219,22218,M,60000,2,High School,FALSE
11220,22219,M,60000,2,High School,TRUE
11221,22220,M,60000,2,High School,FALSE
11222,22221,M,60000,2,High School,FALSE
11223,22222,M,90000,2,Partial College,TRUE
11224,22223,M,90000,2,Partial College,TRUE
11225,22224,M,90000,2,Partial College,TRUE
11226,22225,S,90000,2,Partial College,TRUE
11227,22226,M,60000,2,High School,TRUE
11228,22227,M,60000,2,High School,TRUE
11229,22228,M,60000,2,High School,TRUE
11230,22229,M,60000,2,High School,FALSE
11231,22230,M,70000,3,Partial College,TRUE
11232,22231,M,70000,3,Partial College,TRUE
11233,22232,M,50000,1,Graduate Degree,TRUE
11234,22233,M,50000,1,Graduate Degree,TRUE
11235,22234,M,50000,1,Graduate Degree,TRUE
11236,22235,M,60000,1,Graduate Degree,TRUE
11237,22236,M,40000,1,Bachelors,TRUE
11238,22237,M,40000,1,Bachelors,TRUE
11239,22238,M,40000,1,Bachelors,TRUE
11240,22239,M,40000,1,Bachelors,TRUE
11241,22240,M,40000,1,Bachelors,TRUE
11242,22241,M,40000,1,Bachelors,TRUE
11243,22242,M,40000,1,Bachelors,TRUE
11244,22243,M,60000,1,Graduate Degree,TRUE
11245,22244,M,50000,1,Bachelors,TRUE
11246,22245,S,50000,2,Bachelors,TRUE
11247,22246,M,50000,2,Bachelors,TRUE
11248,22247,M,50000,2,Bachelors,TRUE
11249,22248,M,50000,2,Bachelors,TRUE
11250,22249,M,70000,3,Graduate Degree,TRUE
11251,22250,M,70000,3,Graduate Degree,TRUE
11252,22251,M,60000,1,Graduate Degree,TRUE
11253,22252,S,60000,1,Graduate Degree,TRUE
11254,22253,M,60000,2,Graduate Degree,TRUE
11255,22254,M,60000,2,Graduate Degree,TRUE
11256,22255,M,70000,3,Graduate Degree,TRUE
11257,22256,M,70000,4,Graduate Degree,TRUE
11258,22257,M,70000,4,Graduate Degree,TRUE
11259,22258,M,70000,4,Graduate Degree,TRUE
11260,22259,S,40000,0,Bachelors,TRUE
11261,22260,M,50000,2,Bachelors,TRUE
11262,22261,S,50000,2,Bachelors,TRUE
11263,22262,S,50000,2,Bachelors,TRUE
11264,22263,M,60000,3,Bachelors,TRUE
11265,22264,S,60000,0,Graduate Degree,FALSE
11266,22265,M,70000,0,Graduate Degree,FALSE
11267,22266,M,70000,4,Graduate Degree,TRUE
11268,22267,M,70000,4,Graduate Degree,TRUE
11269,22268,S,60000,2,Graduate Degree,TRUE
11270,22269,M,70000,5,Graduate Degree,TRUE
11271,22270,M,80000,2,Graduate Degree,TRUE
11272,22271,M,80000,3,Graduate Degree,TRUE
11273,22272,M,80000,3,Graduate Degree,TRUE
11274,22273,S,40000,0,Bachelors,TRUE
11275,22274,S,40000,0,Bachelors,TRUE
11276,22275,S,40000,0,Bachelors,FALSE
11277,22276,S,40000,0,Bachelors,FALSE
11278,22277,S,40000,0,Bachelors,FALSE
11279,22278,S,50000,3,Bachelors,TRUE
11280,22279,M,50000,3,Bachelors,TRUE
11281,22280,M,50000,3,Bachelors,FALSE
11282,22281,M,60000,0,Graduate Degree,TRUE
11283,22282,S,40000,0,Bachelors,FALSE
11284,22283,S,60000,4,Bachelors,TRUE
11285,22284,S,60000,4,Bachelors,FALSE
11286,22285,M,60000,4,Bachelors,TRUE
11287,22286,M,60000,5,Bachelors,TRUE
11288,22287,S,60000,5,Bachelors,TRUE
11289,22288,S,60000,4,Bachelors,FALSE
11290,22289,M,60000,4,Bachelors,TRUE
11291,22290,M,70000,4,Bachelors,TRUE
11292,22291,M,70000,4,Bachelors,TRUE
11293,22292,M,70000,4,Bachelors,TRUE
11294,22293,M,70000,4,Bachelors,TRUE
11295,22294,S,70000,0,Bachelors,FALSE
11296,22295,S,70000,0,Bachelors,TRUE
11297,22296,M,70000,0,Bachelors,FALSE
11298,22297,S,70000,0,Bachelors,TRUE
11299,22298,S,70000,0,Bachelors,FALSE
11300,22299,S,70000,4,Bachelors,TRUE
11301,22300,S,60000,3,Graduate Degree,FALSE
11302,22301,M,60000,3,Graduate Degree,TRUE
11303,22302,M,40000,1,Bachelors,TRUE
11304,22303,S,20000,0,Partial High School,TRUE
11305,22304,S,20000,0,Partial High School,FALSE
11306,22305,S,20000,0,Partial High School,FALSE
11307,22306,S,30000,0,High School,FALSE
11308,22307,M,40000,1,Bachelors,TRUE
11309,22308,M,40000,1,Bachelors,TRUE
11310,22309,M,40000,1,Bachelors,TRUE
11311,22310,S,20000,0,Partial High School,FALSE
11312,22311,S,30000,0,High School,FALSE
11313,22312,M,40000,1,Bachelors,TRUE
11314,22313,S,40000,2,Partial College,TRUE
11315,22314,M,10000,0,Partial High School,FALSE
11316,22315,S,20000,0,Partial High School,TRUE
11317,22316,M,20000,0,Partial High School,FALSE
11318,22317,S,20000,0,Partial High School,FALSE
11319,22318,S,30000,0,High School,TRUE
11320,22319,S,30000,0,High School,FALSE
11321,22320,M,30000,0,High School,FALSE
11322,22321,S,40000,2,Partial College,TRUE
11323,22322,S,30000,0,High School,TRUE
11324,22323,S,40000,2,Partial College,TRUE
11325,22324,M,40000,2,Partial College,FALSE
11326,22325,S,40000,2,Partial College,TRUE
11327,22326,S,40000,3,Partial College,TRUE
11328,22327,S,40000,3,Partial College,TRUE
11329,22328,S,50000,0,Graduate Degree,TRUE
11330,22329,M,50000,0,Graduate Degree,TRUE
11331,22330,M,50000,0,Graduate Degree,TRUE
11332,22331,M,20000,2,Partial College,FALSE
11333,22332,M,30000,1,Bachelors,TRUE
11334,22333,M,40000,1,Graduate Degree,TRUE
11335,22334,M,60000,0,Graduate Degree,TRUE
11336,22335,M,60000,0,Graduate Degree,TRUE
11337,22336,M,60000,0,Graduate Degree,TRUE
11338,22337,M,20000,2,High School,FALSE
11339,22338,M,20000,2,High School,FALSE
11340,22339,M,20000,2,High School,FALSE
11341,22340,M,20000,2,High School,FALSE
11342,22341,M,20000,2,High School,FALSE
11343,22342,M,20000,3,Partial High School,FALSE
11344,22343,M,30000,1,High School,TRUE
11345,22344,M,30000,1,High School,TRUE
11346,22345,M,30000,2,High School,TRUE
11347,22346,M,40000,1,Partial College,TRUE
11348,22347,M,30000,2,High School,FALSE
11349,22348,M,30000,2,High School,TRUE
11350,22349,M,30000,2,High School,TRUE
11351,22350,M,30000,2,High School,TRUE
11352,22351,M,30000,2,High School,FALSE
11353,22352,M,30000,2,High School,FALSE
11354,22353,M,30000,2,High School,TRUE
11355,22354,M,30000,2,High School,FALSE
11356,22355,M,30000,2,High School,FALSE
11357,22356,M,30000,2,High School,TRUE
11358,22357,M,30000,2,High School,TRUE
11359,22358,M,40000,1,Partial College,TRUE
11360,22359,S,40000,2,Partial College,FALSE
11361,22360,S,40000,2,Partial College,FALSE
11362,22361,M,40000,2,Partial College,TRUE
11363,22362,M,80000,5,Graduate Degree,FALSE
11364,22363,S,80000,5,Graduate Degree,TRUE
11365,22364,M,80000,5,Graduate Degree,TRUE
11366,22365,M,80000,5,Graduate Degree,FALSE
11367,22366,M,80000,4,Graduate Degree,FALSE
11368,22367,S,80000,4,Graduate Degree,TRUE
11369,22368,S,40000,2,Partial College,FALSE
11370,22369,M,60000,4,Graduate Degree,TRUE
11371,22370,S,60000,4,Graduate Degree,TRUE
